employee_id,first_name,last_name,email,department,sub_department,job_title,job_level,employment_type,hire_date,start_date,manager_id,location_city,location_country,salary_amount,salary_currency,salary_type,gender,nationality,status,termination_date,termination_reason,ats_candidate_id
EMP-0056,Rafal,Popescu,rafal.popescu@enovatech.com,Engineering,QA,Engineering Manager,manager,full_time,2024-09-11,2024-10-28,EMP-0051,Warsaw,Poland,91500,EUR,annual,m,Poland,active,,,CAND-0056
EMP-0057,Oksana,Ionescu,oksana.ionescu@enovatech.com,Engineering,DevOps,Engineering Manager,manager,full_time,2024-09-07,2024-09-24,EMP-0004,Warsaw,Poland,96000,EUR,annual,m,Lithuania,active,,,CAND-0057
EMP-0058,Daria,Ionescu,daria.ionescu@enovatech.com,Engineering,Backend,Engineering Manager,manager,full_time,2024-10-06,2024-10-30,EMP-0013,Warsaw,Poland,79500,EUR,annual,m,Lithuania,active,,,CAND-0058
EMP-0059,Nicole,Schmidt,nicole.schmidt@enovatech.com,Engineering,Frontend,Engineering Manager,manager,full_time,2024-09-17,2024-11-09,EMP-0051,Warsaw,Poland,81000,EUR,annual,f,Lithuania,terminated,2025-04-02,involuntary_performance,CAND-0059
EMP-0060,Katharina,Schulz,katharina.schulz@enovatech.com,Engineering,Frontend,Engineering Manager,manager,full_time,2024-09-06,2024-10-20,EMP-0005,Warsaw,Poland,91500,EUR,annual,m,Poland,active,,,CAND-0060
EMP-0061,Matas,Jankauskas,matas.jankauskas@enovatech.com,Engineering,Security,Engineering Manager,manager,full_time,2024-10-05,2024-11-12,EMP-0051,Warsaw,Poland,94000,EUR,annual,f,Estonia,active,,,CAND-0061
EMP-0062,Jolanta,Ambrazas,jolanta.ambrazas@enovatech.com,Engineering,Frontend,Backend Engineer,ic2,full_time,2025-07-03,2025-07-21,EMP-0005,Remote,Lithuania,34000,EUR,annual,m,Lithuania,active,,,CAND-0062
EMP-0063,Maciej,Nowak,maciej.nowak@enovatech.com,Engineering,DevOps,Mobile Engineer,ic2,full_time,2025-07-01,2025-07-16,EMP-0004,Remote,Lithuania,35500,EUR,annual,f,Lithuania,active,,,CAND-0063
EMP-0064,Michael,Hartmann,michael.hartmann@enovatech.com,Engineering,Backend,Backend Engineer,ic2,full_time,2025-07-04,2025-08-03,EMP-0059,Remote,Lithuania,51000,EUR,annual,m,Poland,active,,,CAND-0064
EMP-0065,Saulius,Paulauskas,saulius.paulauskas@enovatech.com,Engineering,Mobile,DevOps Engineer,ic2,full_time,2025-07-02,2025-08-01,EMP-0056,Remote,Lithuania,47000,EUR,annual,f,Latvia,active,,,CAND-0065
EMP-0066,Mindaugas,Stankus,mindaugas.stankus@enovatech.com,Engineering,Security,Backend Engineer,ic2,full_time,2025-07-03,2025-07-28,EMP-0061,Remote,Lithuania,46000,EUR,annual,f,Netherlands,active,,,CAND-0066
EMP-0067,Kamil,Lewandowski,kamil.lewandowski@enovatech.com,Engineering,DevOps,Backend Engineer,ic2,full_time,2025-07-02,2025-07-24,EMP-0004,Remote,Lithuania,39500,EUR,annual,f,Ukraine,active,,,CAND-0067
EMP-0068,Michael,Becker,michael.becker@enovatech.com,Product,Core Product,Associate Product Manager,ic1,full_time,2025-07-01,2025-08-28,EMP-0052,Warsaw,Poland,3000,EUR,annual,f,Poland,active,,,CAND-0068
EMP-0069,Mykola,Kovalchuk,mykola.kovalchuk@enovatech.com,Product,UX Research,Associate Product Manager,ic1,full_time,2025-07-04,2025-08-22,EMP-0001,Warsaw,Poland,33000,EUR,annual,f,Lithuania,active,,,CAND-0069
EMP-0070,Stefan,Schulz,stefan.schulz@enovatech.com,Product,Platform,Associate Product Manager,ic1,full_time,2025-07-02,2025-08-10,EMP-0059,Warsaw,Poland,31000,EUR,annual,f,Poland,active,,,CAND-0070
EMP-0071,Natalia,Kowalski,natalia.kowalski@enovatech.com,Product,Core Product,Head of Product,director,full_time,2025-02-05,2025-03-18,EMP-0031,Remote,Lithuania,140000,EUR,annual,m,Netherlands,active,,,CAND-0071
EMP-0072,Janos,Smirnov,janos.smirnov@enovatech.com,Product,UX Research,Head of Product,director,full_time,2025-01-21,2025-03-21,EMP-0051,Remote,Lithuania,108500,EUR,annual,m,Lithuania,active,,,CAND-0072
EMP-0073,Julian,Schmidt,julian.schmidt@enovatech.com,Product,Platform,UX Researcher,ic2,full_time,2025-07-03,2025-08-20,EMP-0001,Kaunas,Lithuania,51500,EUR,annual,f,Poland,active,,,CAND-0073
EMP-0074,Viktorija,Butkus,viktorija.butkus@enovatech.com,Product,Core Product,Product Designer,ic2,full_time,2025-07-01,2025-08-16,EMP-0057,Kaunas,Lithuania,44000,EUR,annual,f,Ukraine,active,,,CAND-0074
EMP-0075,Erikas,Rimkus,erikas.rimkus@enovatech.com,Product,Core Product,Product Manager,ic2,full_time,2025-07-01,2025-08-29,EMP-0056,Kaunas,Lithuania,49000,EUR,annual,m,Lithuania,active,,,CAND-0075
EMP-0076,Viktorija,Kairys,viktorija.kairys@enovatech.com,Product,Platform,Director of Product,director,full_time,2025-07-01,2025-08-17,EMP-0014,Remote,Lithuania,121500,EUR,annual,m,Poland,active,,,CAND-0076
EMP-0077,Jonas,Stankus,jonas.stankus@enovatech.com,Product,Platform,Director of Product,director,full_time,2025-07-03,2025-08-23,EMP-0016,Remote,Lithuania,118000,EUR,annual,f,Estonia,active,,,CAND-0077
EMP-0078,Natalia,Zielinski,natalia.zielinski@enovatech.com,Product,UX Research,Senior Product Lead,senior_manager,full_time,2024-03-07,2024-04-17,EMP-0033,Vilnius,Lithuania,90000,EUR,annual,f,Lithuania,active,,,CAND-0078
EMP-0079,Agne,Stankus,agne.stankus@enovatech.com,Product,Platform,Senior Product Lead,senior_manager,full_time,2024-03-22,2024-04-15,EMP-0002,Vilnius,Lithuania,95000,EUR,annual,f,Lithuania,active,,,CAND-0079
EMP-0080,Adam,Mazur,adam.mazur@enovatech.com,Product,Platform,Senior Product Lead,senior_manager,full_time,2024-04-07,2024-05-20,EMP-0003,Vilnius,Lithuania,101500,EUR,annual,m,Latvia,active,,,CAND-0080
EMP-0081,Monika,Jankowski,monika.jankowski@enovatech.com,Product,Platform,Senior Product Lead,senior_manager,full_time,2024-03-13,2024-04-29,EMP-0002,Vilnius,Lithuania,109000,EUR,annual,f,Ukraine,active,,,CAND-0081
EMP-0082,Matas,Zukauskas,matas.zukauskas@enovatech.com,Product,UX Research,Senior Product Lead,senior_manager,full_time,2024-03-23,2024-05-19,EMP-0031,Vilnius,Lithuania,87000,EUR,annual,m,Latvia,active,,,CAND-0082
EMP-0083,Kinga,Toth,kinga.toth@enovatech.com,Product,Platform,Product Manager,ic2,full_time,2024-03-12,2024-05-09,EMP-0014,Vilnius,Lithuania,35000,EUR,annual,f,Poland,active,,,CAND-0083
EMP-0084,Hannah,Thomas,hannah.thomas@enovatech.com,Product,Core Product,Product Manager,ic2,full_time,2024-03-26,2024-05-18,EMP-0077,Vilnius,Lithuania,46000,EUR,annual,m,Latvia,active,,,CAND-0084
EMP-0085,Mykhailo,Shevchuk,mykhailo.shevchuk@enovatech.com,Analytics,Data Science,Analytics Manager,manager,full_time,2025-07-01,2025-08-20,EMP-0080,Kaunas,Lithuania,77500,EUR,annual,m,Ukraine,active,,,CAND-0085
EMP-0086,Tiberiu,Ivanov,tiberiu.ivanov@enovatech.com,Analytics,Data Science,Data Engineering Manager,manager,full_time,2025-07-04,2025-07-29,EMP-0077,Kaunas,Lithuania,76000,EUR,annual,f,Lithuania,active,,,CAND-0086
EMP-0087,Zsuzsanna,Nagy,zsuzsanna.nagy@enovatech.com,Analytics,Data Engineering,Analytics Manager,manager,full_time,2025-07-01,2025-08-27,EMP-0076,Kaunas,Lithuania,90000,EUR,annual,m,Germany,active,,,CAND-0087
EMP-0088,Matas,Noreika,matas.noreika@enovatech.com,Analytics,Analytics,Senior Analytics Engineer,ic3,full_time,2024-12-05,2024-12-27,EMP-0003,Vilnius,Lithuania,77000,EUR,annual,m,Lithuania,active,,,CAND-0088
EMP-0089,Lina,Noreika,lina.noreika@enovatech.com,Analytics,Data Engineering,Data Scientist,ic3,full_time,2024-12-27,2025-02-19,EMP-0076,Vilnius,Lithuania,59000,EUR,annual,m,Poland,active,,,CAND-0089
EMP-0090,Vaida,Jankauskas,vaida.jankauskas@enovatech.com,Analytics,BI,Data Scientist,ic3,full_time,2024-12-23,2025-01-07,EMP-0087,Vilnius,Lithuania,57000,EUR,annual,m,Ukraine,active,,,CAND-0090
EMP-0091,Lukas,Urbonas,lukas.urbonas@enovatech.com,Analytics,Data Science,Senior Data Analyst,ic3,full_time,2024-12-24,2025-01-21,EMP-0077,Vilnius,Lithuania,67000,EUR,annual,f,Estonia,active,,,CAND-0091
EMP-0092,Kinga,Nagy,kinga.nagy@enovatech.com,Analytics,Data Science,BI Analyst,ic2,full_time,2025-03-21,2025-05-17,EMP-0017,Vilnius,Lithuania,45500,EUR,annual,m,Ukraine,active,,,CAND-0092
EMP-0093,Damian,Mazur,damian.mazur@enovatech.com,Analytics,BI,Data Analyst,ic2,full_time,2025-04-01,2025-05-23,EMP-0015,Vilnius,Lithuania,50500,EUR,annual,f,Lithuania,active,,,CAND-0093
EMP-0094,Aiste,Zukauskas,aiste.zukauskas@enovatech.com,Analytics,Data Science,Analytics Engineer,ic2,full_time,2025-03-13,2025-04-07,EMP-0033,Vilnius,Lithuania,38000,EUR,annual,f,Poland,active,,,CAND-0094
EMP-0095,Vilius,Jankauskas,vilius.jankauskas@enovatech.com,Analytics,BI,Head of Data,director,full_time,2025-07-03,2025-08-12,EMP-0004,Vilnius,Lithuania,112000,EUR,annual,m,Latvia,active,,,CAND-0095
EMP-0096,Karolina,Kozlowski,karolina.kozlowski@enovatech.com,Analytics,Analytics,Director of Data and Analytics,director,full_time,2025-07-01,2025-08-18,EMP-0079,Vilnius,Lithuania,112500,EUR,annual,m,Lithuania,active,,,CAND-0096
EMP-0097,Magdalena,Wisniewski,magdalena.wisniewski@enovatech.com,Analytics,Analytics,Data Analyst,ic2,full_time,2024-03-28,2024-04-14,EMP-0076,Vilnius,Lithuania,52000,EUR,annual,m,Estonia,active,,,CAND-0097
EMP-0098,Anna,Kaminski,anna.kaminski@enovatech.com,Analytics,Analytics,Data Engineer,ic2,full_time,2024-02-27,2024-04-01,EMP-0085,Vilnius,Lithuania,40000,EUR,annual,f,Poland,active,,,CAND-0098
EMP-0099,Dmytro,Kovalenko,dmytro.kovalenko@enovatech.com,Analytics,Analytics,BI Analyst,ic2,full_time,2024-03-03,2024-04-29,EMP-0058,Vilnius,Lithuania,38000,EUR,annual,m,Germany,active,,,CAND-0099
EMP-0100,Tiberiu,Toth,tiberiu.toth@enovatech.com,Growth,SEO,Senior Marketing Manager,senior_manager,full_time,2025-07-03,2025-07-20,EMP-0013,Vilnius,Lithuania,98500,EUR,annual,f,Lithuania,active,,,CAND-0100
EMP-0101,Ivan,Shevchenko,ivan.shevchenko@enovatech.com,Growth,Performance Marketing,Senior Marketing Manager,senior_manager,full_time,2025-06-09,2025-07-29,EMP-0100,Vilnius,Lithuania,88000,EUR,annual,f,United Kingdom,active,,,CAND-0101
EMP-0102,Vaida,Noreika,vaida.noreika@enovatech.com,Growth,SEO,Senior Marketing Manager,senior_manager,full_time,2025-06-12,2025-07-22,EMP-0082,Vilnius,Lithuania,105000,EUR,annual,f,Latvia,active,,,CAND-0102
EMP-0103,Alina,Melnyk,alina.melnyk@enovatech.com,Growth,CRM,Senior Marketing Manager,senior_manager,full_time,2025-06-04,2025-07-12,EMP-0005,Vilnius,Lithuania,98500,EUR,annual,f,Estonia,active,,,CAND-0103
EMP-0104,William,Clark,william.clark@enovatech.com,Growth,Brand,Senior Marketing Manager,senior_manager,full_time,2025-04-03,2025-05-22,EMP-0102,Vilnius,Lithuania,94500,EUR,annual,m,Germany,active,,,CAND-0104
EMP-0105,Bence,Kovacs,bence.kovacs@enovatech.com,Growth,Growth,Senior Marketing Manager,senior_manager,full_time,2025-05-02,2025-05-28,EMP-0080,Vilnius,Lithuania,86000,EUR,annual,f,Estonia,active,,,CAND-0105
EMP-0106,Elena,Ionescu,elena.ionescu@enovatech.com,Growth,SEO,Senior Marketing Manager,senior_manager,full_time,2025-04-07,2025-05-19,EMP-0002,Vilnius,Lithuania,110000,EUR,annual,f,Ukraine,active,,,CAND-0106
EMP-0107,Mirela,Smirnov,mirela.smirnov@enovatech.com,Growth,Performance Marketing,Senior Marketing Manager,senior_manager,full_time,2025-03-28,2025-05-04,EMP-0061,Vilnius,Lithuania,102000,EUR,annual,m,United Kingdom,active,,,CAND-0107
EMP-0108,Bartosz,Lewandowski,bartosz.lewandowski@enovatech.com,Growth,Performance Marketing,CRM Manager,ic2,full_time,2025-02-23,2025-03-27,EMP-0014,London,United Kingdom,53500,GBP,annual,m,Ukraine,active,,,CAND-0108
EMP-0109,Erikas,Levinskas,erikas.levinskas@enovatech.com,Growth,SEO,CRM Manager,ic2,full_time,2025-02-24,2025-03-31,EMP-0104,London,United Kingdom,58000,GBP,annual,f,Poland,active,,,CAND-0109
EMP-0110,Dovydas,Daunoras,dovydas.daunoras@enovatech.com,Growth,SEO,Growth Manager,ic2,full_time,2025-02-28,2025-04-13,EMP-0061,London,United Kingdom,54500,GBP,annual,f,Germany,active,,,CAND-0110
EMP-0111,Lina,Rimkus,lina.rimkus@enovatech.com,Growth,SEO,Performance Marketing Manager,ic2,full_time,2025-02-01,2025-03-03,EMP-0013,London,United Kingdom,59500,GBP,annual,f,Lithuania,active,,,CAND-0111
EMP-0112,Taras,Tkachenko,taras.tkachenko@enovatech.com,Growth,Brand,Head of Marketing,director,full_time,2024-02-28,2024-04-14,EMP-0076,Vilnius,Lithuania,128000,EUR,annual,m,Germany,active,,,CAND-0112
EMP-0113,Ewelina,Wisniewski,ewelina.wisniewski@enovatech.com,Growth,Performance Marketing,Head of Growth,director,full_time,2024-02-25,2024-03-30,EMP-0100,Vilnius,Lithuania,107500,EUR,annual,f,Lithuania,active,,,CAND-0113
EMP-0114,Aleksandra,Wisniewski,aleksandra.wisniewski@enovatech.com,Growth,Performance Marketing,Head of Marketing,director,full_time,2024-03-15,2024-04-03,EMP-0077,Vilnius,Lithuania,140000,EUR,annual,m,Poland,active,,,CAND-0114
